016.532083|-23.992500| 320| | 6.14
017.068333|+54.920278| 321|W| 5.17
016.520833|-46.718611| 322|W| 3.31
016.610417|-35.660833| 323| | 6.61
017.003750|+43.941944| 324| | 5.03
016.804583|-23.996389| 325| | 6.37
017.138750|+58.263611| 326| | 5.79
017.005417|+32.012222| 327| | 6.25
016.988333|+20.739167| 328| | 5.55
016.942500| -9.785556| 329| | 5.82
017.092500| +5.649722| 330|W| 5.52
016.949583|-41.486944| 331|W| 5.21
016.827917|-61.775278| 332| | 5.37
018.069583|+79.673889| 333| | 5.64
017.147500|-10.182222| 334|W| 3.45
017.375833|+47.241944| 335| | 4.25
017.663750|+68.778611| 336|W| 5.29
017.432917|+35.620556| 337| | 2.06
017.096250|-55.245833| 338|W| 3.92
017.455000|+19.658611| 339| | 5.55
017.578333|+42.081389| 340| | 5.65
017.580833|+25.457778| 341| | 5.80
017.856667|+64.202778| 342| | 5.55
017.775833|+55.149722| 343|W| 4.33
017.547917|+15.674167| 344| | 6.06
017.922500|+65.018889| 345| | 5.57
017.550000| -8.906111| 346| | 6.40
017.640000| +2.445556| 347| | 5.95
017.792917|+37.724167| 348|W| 5.81
017.778333|+31.424722| 349| | 5.16
017.530833|-57.694444| 350| | 6.41
017.863333|+21.034722| 351| | 4.66
017.915000|+30.089722| 352| | 4.51
017.931250| -2.251111| 353| | 5.94
018.291250|+61.705833| 354| | 6.41
018.141667|+45.337778| 355| | 6.11
018.247917|+30.064167| 356| | 6.19
019.127917|+79.910000| 357| | 6.26
018.097500|-30.802222| 358| | 6.52
018.189167|-37.856389| 359| | 5.92
018.437083|+24.583611| 360| | 4.65
018.432917| +7.575278| 361| | 5.24
018.438750| +7.578333| 362| | 6.30
018.520833|+28.529722| 363| | 6.43
018.531667|+16.133611| 364| | 5.98
019.050417|+71.743889| 365| | 7.83
018.600000| -7.923056| 366| | 5.13
018.676667| +6.995278| 367| | 6.03
018.705000| -0.973889| 368|W| 5.70
019.102083|+48.082222| 369| | 6.61
018.796250|-45.531389| 370| | 4.96
019.078333|+33.114722| 371| | 6.02
019.271250|+44.901944| 372| | 6.34
019.151250| -2.500278| 373|W| 5.41
019.350417|+31.744722| 374| | 6.73
020.081250|+77.570556| 375| | 6.31
019.542500|+47.419722| 376| | 6.25
018.942083|-68.876111| 377|W| 4.86
019.450000| +3.614444| 378| | 5.16
019.695833|+37.386111| 379| | 6.46
019.265000|-66.398056| 380|W| 6.24
020.496250|+76.238889| 381| | 6.38
020.020417|+58.231667| 382| | 4.98
019.866667|+27.264167| 383| | 4.76
020.271667|+64.658333| 384| | 6.34
019.951250| -0.508889| 385| | 5.87
020.945000|+78.725833| 386| | 6.07
020.143750| -3.246944| 387| | 6.23
020.115833|-11.238889| 388| | 6.15
020.280833|+28.738056| 389| | 5.23
020.585000|+45.528889| 390| | 4.88
020.840000|+58.143056| 391| | 6.45
020.654167| +1.726389| 392| | 6.20
020.645000| -0.449722| 393| | 6.49
020.627083|-19.081389| 394| | 6.35
020.919167|+37.715000| 395| | 5.58
020.906250|+34.245833| 396| | 6.29
020.853750|+20.468889| 397| | 5.97
021.443750|+70.980000| 398| | 6.49
021.483333|+68.130000| 399| | 4.74
020.879167|-30.945556| 400| | 5.84
021.010417| -8.007500| 401|W| 6.21
021.005833| -8.183333| 402| | 3.60
021.454167|+60.235278| 403|W| 2.68
021.085833| -6.914722| 404| | 5.91
021.165833|-15.660278| 405| | 6.14
021.202917| -2.848611| 406| | 6.15
021.398750|+23.511667| 407| | 6.18
021.170000|-41.492500| 408| | 5.42
021.577500|+43.457778| 409| | 5.96
021.536250|+34.579722| 410| | 6.31
021.174583|-44.528333| 411| | 6.26
021.405000|-14.598889| 412| | 4.90
021.563750|+19.172222| 413| | 5.38
021.673750|+19.240278| 414| | 5.50
021.775833|+34.377500| 415| | 6.27
021.613750| -0.398611| 416| | 6.41
021.914167|+45.406667| 417| | 4.83
021.860833|+41.100556| 418| | 6.46
021.722917| +3.535278| 419| | 6.58
021.272083|-64.369444| 420| | 5.93
021.715000|-13.056667| 421| | 5.66
021.945833|+40.335556| 422| | 6.60
021.742083|-32.543056| 423|W| 5.79
037.952917|+89.264167| 424| | 2.02
021.944167|-10.901667| 425| | 6.13
022.095417| +7.961389| 426|W| 6.20
022.807500|+70.264722| 427| | 5.81
022.717917|+66.098056| 428| | 6.14
022.091250|-43.318333| 429| | 3.41
022.525833|+47.007222| 430| | 5.27
022.180417|-33.763611| 431| | 6.58
022.470417|+18.355556| 432| | 6.02
022.400417|-21.629444| 433| | 5.12
022.546250| +6.143889| 434|W| 4.84
022.376667|-46.756389| 435| | 6.31
022.595417|-26.207778| 436| | 5.93
022.870833|+15.345833| 437| | 3.62
023.031667|+34.800000| 438| | 6.39
023.357500|+58.327500| 439|S| 5.70
022.812917|-49.072778| 440| | 3.95
022.930417|-30.283333| 441| | 5.82
023.482917|+59.231944| 442| | 4.71
022.912917|-45.575556| 443|I| 6.17
023.264583| -9.014722| 444| | 6.59
023.233333|-36.865278| 445| | 5.51
023.569167|+37.237222| 446| | 5.88
023.151250|-49.727778| 447| | 6.28
023.428750| -7.025278| 448| | 5.76
024.343750|+74.300833| 449| | 6.58
023.704583|+18.460556| 450| | 5.89
023.657500|-15.676111| 451| | 5.63
023.968750|+41.076389| 452| | 6.38
023.711250|-31.892222| 453| | 6.12
024.113333|+48.722778| 454| | 5.92
023.943333|+14.661389| 455| | 6.22
024.628750|+73.040000| 456| | 5.28
023.978333|+17.433611| 457| | 5.80
024.199167|+41.405556| 458|W| 4.09
023.995833|-15.400278| 459| | 5.42
023.813333|-58.139444| 460| | 6.01
024.531667|+57.977500| 461| | 5.56
024.035000|-29.907500| 462|W| 5.69
024.274583|+12.141667| 463| | 5.57
024.498333|+48.628333| 464| | 3.57
024.632083|+45.400000| 465| | 6.36
024.407083| -9.403889| 466|W| 6.24
023.413333|-78.504722| 467|W| 6.11
024.186667|-58.270833| 468| | 6.18
024.837500|+44.386111| 469| | 4.98
025.054583|+53.868333| 470| | 6.39
024.614167|-36.528333| 471| | 5.94
024.428750|-57.236667| 472| | 0.46
024.715833|-21.275278| 473| | 5.58
024.708333|-25.021944| 474| | 6.70
024.920000|+16.405833| 475| | 5.97
025.165833|+43.297778| 476| | 5.61
025.145000|+40.576944| 477| | 4.94
025.585417|+68.043056| 478| | 5.59
024.700833|-53.438889| 479|W| 6.84
025.732917|+70.622500| 480| | 5.18
025.512500|+61.038333| 481| | 6.71
025.574167|+58.627778| 482| | 6.37
025.446667|+42.613611| 483|A| 4.95
025.326667|+25.745833| 484| | 6.17
025.413333|+30.047222| 485| | 5.99
024.947500|-56.198056| 486|W| 5.87
024.949167|-56.194722| 487|W| 5.76
025.743333|+61.421667| 488| | 6.34
025.357917| +5.487500| 489| | 4.44
025.514583|+35.245556| 490| | 5.64
025.832083|+60.551111| 491| | 5.78
025.436250|-11.324722| 492| | 5.75
025.624167|+20.268611| 493|W| 5.24
025.363750|-38.133056| 494| | 6.17
025.818750|+45.322222| 495| | 6.34
025.915000|+50.688611| 496| | 4.07
025.535833|-32.326944| 497| | 5.25
025.512500|-36.832500| 498| | 5.72
026.074583|+57.536389| 499| | 6.21
025.681250| -3.690278| 500| | 4.99
025.421250|-50.038889| 501| | 6.64
026.192083|+57.089167| 502| | 6.25
025.958333|+32.191667| 503| | 6.34
026.110417|+46.139722| 504| | 6.35
025.450000|-60.789444| 505| | 5.71
025.622083|-53.740556| 506| | 5.52
025.978333| -4.765556| 507| | 6.19
026.232500|+20.083056| 508| | 6.27
026.017083|-15.937500| 509|W| 3.50
026.348333| +9.157778| 510| | 4.26
026.936667|+63.852222| 511|W| 5.63
024.481667|-82.975000| 512| | 5.87
026.497083| -5.733333| 513| | 5.34
026.411667|-25.052500| 514| | 5.31
026.647083|+17.413056| 515| | 6.55
025.338750|-79.148333| 516|W| 6.33
026.504167|-27.349167| 517| | 6.39
026.950000|+46.229722| 518| | 6.32
026.524167|-50.816389| 519| | 5.49
026.526250|-53.521944| 520| | 5.04
027.162083|+37.952778| 521| | 5.94
027.045417|+16.955556| 522| | 5.84
027.173333|+32.690278| 523| | 5.79
026.820000|-41.760000| 524| | 6.18
024.366667|-84.769722| 525| | 5.69
027.315417|+47.896944| 526| | 5.82
027.108333| +3.685556| 527| | 5.91
026.949167|-37.159722| 528| | 6.32
027.737917|+51.933333| 529| | 5.90
027.535417|+22.275278| 530| | 5.86
027.396250|-10.686389| 531|W| 4.67
027.331250|-31.072778| 532| | 6.34
027.997083|+55.147500| 533| | 5.52
027.716667|+11.043333| 534|D| 5.94
027.453333|-38.403889| 535|W| 6.37
028.039167|+50.792778| 536| | 5.79
027.584167|-47.816389| 537| | 6.14
028.211667|+51.474722| 538| | 6.26
027.865000|-10.335000| 539|W| 3.73
028.452083|+55.598056| 540| | 6.45
027.727083|-50.206111| 541| | 5.94
028.598750|+63.670000| 542| | 3.38
028.322083|+40.729722| 543|W| 5.40
028.270417|+29.578889| 544|W| 3.41
028.382500|+19.295833| 545| | 4.83
028.382500|+19.293611| 546| | 4.75
028.217083|-16.929167| 547| | 5.80
029.000000|+68.685278| 548| | 4.99
028.388750| +3.187500| 549| | 4.62
026.943750|-80.176667| 550|W| 6.06
028.724167|+40.701944| 551| | 6.24
028.739583|+37.128333| 552| | 6.26
028.660000|+20.808056| 553| | 2.64
028.346667|-38.594722| 554| | 6.10
028.411667|-46.302500| 555| | 4.41
028.976667|+37.277778| 556| | 5.89
029.038750|+37.251667| 557| | 5.67
028.591667|-42.496944| 558| | 5.11
028.962500|+23.577222| 559| | 5.74
028.974167| +1.849722| 560| | 6.01
